nik_kepala_keluarga,nama_kepala_keluarga,jumlah_anggota_keluarga,alamat,rt,rw,kelurahan,kecamatan,kabupaten_kota,provinsi,status_kepemilikan_rumah,jenis_lantai,jenis_dinding,jenis_atap,sumber_air_minum,sumber_penerangan,jenis_kloset,fasilitas_buang_tinja,luas_lantai,jumlah_kamar_tidur,akses_internet,akses_listrik,pendidikan_kepala_keluarga,pekerjaan_kepala_keluarga,status_perkawinan,jumlah_anak_balita,jumlah_anak_sekolah,pengeluaran_per_bulan,pendapatan_per_bulan,kepemilikan_lahan,kepemilikan_kendaraan,kepemilikan_tabungan,penerima_bansos,jenis_bansos,status_stunting,akses_fasilitas_kesehatan,riwayat_penyakit_kronis,disabilitas,tanggal_update,is_poor,rasio_pengeluaran_pendapatan,kepadatan_rumah,risk_score,stunting_risk_score,cluster,socio_segment,socio_segment_label,anomaly,anomaly_label
3201000000000207,Agus Santoso,4,Jl. Contoh No.126,7,3,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Asbes,Air Kemasan,PLN,Cemplung,SPAL,82,4,Tidak Ada,Tidak Ada,SMA,Karyawan,Cerai Mati,0,3,2669356,2890215,Tidak Ada,Ada,Tidak Ada,Tidak,PKH,Ya,Tidak Ada,Diabetes,Tidak,2025-04-21,0,0.9235838856278858,0.048780487804878,0.527468716820004,0.527468716820004,2,1,Menengah,1,Normal
3201000000000208,Andi Santoso,4,Jl. Contoh No.120,7,1,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Genteng,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,57,5,Ada,Ada,SD,Karyawan,Kawin,2,3,4503583,4923134,Tidak Ada,Ada,Tidak Ada,Tidak,BLT,Tidak,Tidak Ada,Tidak Ada,Ya,2025-02-24,0,0.9147796911479558,0.0701754385964912,0.4624978996273602,0.4624978996273602,1,0,Mampu,1,Normal
3201000000000209,Budi Santoso,5,Jl. Contoh No.181,5,3,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,PDAM,Non-PLN,Cemplung,SPAL,47,2,Ada,Tidak Ada,SD,PNS,Kawin,0,3,2071992,2028472,Ada,Ada,Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,Asma,Tidak,2025-05-20,1,1.021454572703,0.1063829787234042,0.4220528287534501,0.4220528287534501,0,1,Menengah,1,Normal
3201000000000210,Agus Santoso,3,Jl. Contoh No.29,1,2,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Seng,Sumur,PLN,Cemplung,SPAL,31,3,Tidak Ada,Ada,DIPLOMA,PNS,Kawin,0,1,1956476,3038868,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Tidak Ada,Hipertensi,Ya,2025-05-19,0,0.6438173688360271,0.0967741935483871,0.4420436292400024,0.4420436292400024,2,2,Rentan,1,Normal
3201000000000211,Tono Saputra,8,Jl. Contoh No.127,10,5,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Genteng,PDAM,Non-PLN,Cemplung,Lubang Tanah,49,1,Ada,Tidak Ada,SARJANA,Pedagang,Kawin,1,3,1993316,3300537,Tidak Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Mudah,Hipertensi,Tidak,2025-04-16,0,0.6039368745146623,0.1632653061224489,0.4712957637178502,0.4712957637178502,1,1,Menengah,1,Normal
3201000000000212,Fitri Hidayat,6,Jl. Contoh No.184,8,2,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Asbes,PDAM,Non-PLN,Cemplung,SPAL,99,2,Tidak Ada,Ada,DIPLOMA,Buruh,Belum Kawin,0,1,2089311,2447022,Tidak Ada,Ada,Tidak Ada,Tidak,BLT,Ya,Mudah,Asma,Ya,2025-01-12,0,0.8538178242778365,0.0606060606060606,0.4390906768462124,0.4390906768462124,2,1,Menengah,1,Normal
3201000000000213,Andi Santoso,8,Jl. Contoh No.17,6,4,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Genteng,Air Kemasan,PLN,Cemplung,Lubang Tanah,63,3,Ada,Tidak Ada,SMP,Tidak Bekerja,Kawin,2,0,1258193,1830479,Tidak Ada,Tidak Ada,Ada,Ya,PKH,Ya,Tidak Ada,Tidak Ada,Ya,2025-02-28,0,0.6873572436504325,0.1269841269841269,0.499655375538928,0.499655375538928,1,2,Rentan,1,Normal
3201000000000214,Rina Saputra,7,Jl. Contoh No.26,3,3,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Genteng,PDAM,Non-PLN,Leher Angsa,SPAL,80,3,Tidak Ada,Ada,SD,Pedagang,Cerai Hidup,2,3,1752179,1817284,Tidak Ada,Ada,Ada,Tidak,BPNT,Ya,Sulit,TBC,Tidak,2025-08-28,0,0.9641745593974304,0.0875,0.4929952631498657,0.4929952631498657,2,1,Menengah,1,Normal
3201000000000215,Budi Santoso,2,Jl. Contoh No.87,6,4,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Asbes,Sumur,PLN,Leher Angsa,Lubang Tanah,73,4,Tidak Ada,Tidak Ada,SMA,Petani,Cerai Hidup,2,4,2834217,4212619,Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Tidak Ada,TBC,Ya,2025-05-03,0,0.6727921513908568,0.0273972602739726,0.4735553757376968,0.4735553757376968,1,2,Rentan,1,Normal
3201000000000216,Agus Hidayat,3,Jl. Contoh No.24,9,5,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Seng,Sumur,PLN,Leher Angsa,Lubang Tanah,50,3,Tidak Ada,Ada,SD,Pedagang,Cerai Hidup,2,4,3630256,3771502,Tidak Ada,Ada,Ada,Ya,Tidak Ada,Tidak,Tidak Ada,Tidak Ada,Tidak,2025-06-08,0,0.9625491382478386,0.06,0.4354316511153316,0.4354316511153316,1,0,Mampu,1,Normal
3201000000000217,Fitri Wijaya,7,Jl. Contoh No.97,9,2,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Seng,Sumur,Non-PLN,Cemplung,SPAL,38,4,Tidak Ada,Ada,SD,Petani,Cerai Mati,0,3,2234140,3009885,Ada,Tidak Ada,Ada,Tidak,Tidak Ada,Tidak,Sulit,Asma,Tidak,2025-07-15,0,0.7422675617174742,0.1842105263157894,0.3997767292396824,0.3997767292396824,0,2,Rentan,1,Normal
3201000000000218,Agus Saputra,7,Jl. Contoh No.118,3,5,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Genteng,PDAM,Non-PLN,Leher Angsa,SPAL,91,3,Ada,Tidak Ada,SD,Petani,Cerai Hidup,2,2,1254291,1866024,Ada,Ada,Ada,Tidak,BLT,Tidak,Sulit,Diabetes,Tidak,2025-01-26,0,0.6721730267134828,0.0769230769230769,0.4539365904109473,0.4539365904109473,2,1,Menengah,1,Normal
3201000000000219,Joko Hidayat,3,Jl. Contoh No.47,8,1,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Genteng,Sumur,Non-PLN,Cemplung,Lubang Tanah,92,4,Tidak Ada,Tidak Ada,DIPLOMA,Tidak Bekerja,Belum Kawin,0,4,4416146,5446126,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BLT,Ya,Tidak Ada,Asma,Tidak,2025-07-08,0,0.8108784115534602,0.0326086956521739,0.420091692835116,0.420091692835116,1,0,Mampu,1,Normal
3201000000000220,Rina Hidayat,7,Jl. Contoh No.23,3,1,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Asbes,Air Kemasan,PLN,Leher Angsa,SPAL,99,5,Ada,Ada,DIPLOMA,Karyawan,Kawin,0,4,3138338,5038190,Ada,Ada,Tidak Ada,Ya,BPNT,Tidak,Mudah,Asma,Tidak,2025-07-19,0,0.6229098148342956,0.0707070707070707,0.4670630680146864,0.4670630680146864,2,0,Mampu,1,Normal
3201000000000221,Agus Saputra,2,Jl. Contoh No.136,6,4,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Genteng,Air Kemasan,PLN,Cemplung,SPAL,43,3,Ada,Ada,SMA,PNS,Belum Kawin,0,4,535247,695146,Tidak Ada,Ada,Ada,Ya,BLT,Tidak,Mudah,Diabetes,Ya,2025-07-11,1,0.7699778176095381,0.0465116279069767,0.4340781489299849,0.4340781489299849,2,1,Menengah,1,Normal
3201000000000222,Dewi Wijaya,5,Jl. Contoh No.131,9,4,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Asbes,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,23,4,Ada,Ada,SMA,Karyawan,Kawin,0,4,948133,1514738,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Ya,Mudah,Diabetes,Ya,2025-04-18,0,0.6259386111657593,0.217391304347826,0.4476386796218012,0.4476386796218012,1,2,Rentan,1,Normal
3201000000000223,Rina Hidayat,7,Jl. Contoh No.43,1,1,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Asbes,Air Kemasan,Non-PLN,Cemplung,SPAL,94,5,Tidak Ada,Ada,SMP,Tidak Bekerja,Kawin,1,0,510771,850577,Tidak Ada,Ada,Ada,Tidak,Tidak Ada,Ya,Tidak Ada,Asma,Tidak,2025-06-21,1,0.6004994256839769,0.0744680851063829,0.4678765826703695,0.4678765826703695,0,1,Menengah,-1,Anomali
3201000000000224,Ayu Hidayat,3,Jl. Contoh No.118,10,3,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,SPAL,106,2,Tidak Ada,Tidak Ada,DIPLOMA,Karyawan,Kawin,2,0,2017214,2790200,Ada,Tidak Ada,Ada,Tidak,Tidak Ada,Tidak,Sulit,Hipertensi,Ya,2025-02-15,0,0.7229639452369006,0.0283018867924528,0.3957255149755603,0.3957255149755603,2,2,Rentan,1,Normal
3201000000000225,Budi Hidayat,7,Jl. Contoh No.182,6,2,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Kayu,Asbes,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,66,1,Tidak Ada,Tidak Ada,SARJANA,Buruh,Kawin,0,3,2557432,4229387,Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Ya,Mudah,Asma,Ya,2025-02-05,0,0.6046814822100697,0.106060606060606,0.3898426474103714,0.3898426474103714,1,0,Mampu,1,Normal
3201000000000226,Joko Wijaya,8,Jl. Contoh No.174,1,5,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,PDAM,PLN,Cemplung,SPAL,61,4,Tidak Ada,Tidak Ada,SD,Tidak Bekerja,Cerai Mati,1,2,4714143,4887912,Ada,Ada,Ada,Tidak,Tidak Ada,Tidak,Sulit,Tidak Ada,Tidak,2025-04-11,0,0.96444923722031,0.1311475409836065,0.4340865750549689,0.4340865750549689,0,0,Mampu,1,Normal
3201000000000227,Tono Santoso,3,Jl. Contoh No.51,3,3,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Seng,Sumur,PLN,Cemplung,Lubang Tanah,23,5,Tidak Ada,Tidak Ada,SMP,Petani,Cerai Mati,0,2,2605769,2392704,Ada,Tidak Ada,Ada,Ya,Tidak Ada,Ya,Tidak Ada,TBC,Ya,2025-02-02,1,1.08904778861071,0.1304347826086956,0.4328027927808562,0.4328027927808562,1,2,Rentan,1,Normal
3201000000000228,Siti Wijaya,2,Jl. Contoh No.114,1,3,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Genteng,Sumur,PLN,Leher Angsa,Lubang Tanah,68,4,Ada,Tidak Ada,SMP,Karyawan,Kawin,1,3,3268867,3127978,Tidak Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Tidak Ada,Diabetes,Ya,2025-02-04,1,1.045041557197653,0.0294117647058823,0.4426045688246304,0.4426045688246304,1,2,Rentan,1,Normal
3201000000000229,Dewi Wijaya,7,Jl. Contoh No.131,5,3,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Seng,PDAM,PLN,Leher Angsa,SPAL,25,1,Ada,Tidak Ada,SARJANA,PNS,Cerai Hidup,1,4,5444527,5473492,Ada,Ada,Tidak Ada,Tidak,BLT,Tidak,Sulit,Tidak Ada,Ya,2025-01-08,0,0.994708131481694,0.28,0.4897352705585733,0.4897352705585733,0,0,Mampu,1,Normal
3201000000000230,Dewi Wijaya,8,Jl. Contoh No.18,6,2,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,PDAM,Non-PLN,Cemplung,Lubang Tanah,73,3,Ada,Ada,DIPLOMA,Petani,Cerai Mati,0,0,2361125,3384138,Ada,Ada,Tidak Ada,Ya,BPNT,Tidak,Tidak Ada,Diabetes,Tidak,2025-04-13,0,0.6977035215466981,0.1095890410958904,0.4891455480984833,0.4891455480984833,1,1,Menengah,1,Normal
3201000000000231,Ayu Santoso,6,Jl. Contoh No.30,3,3,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Seng,PDAM,PLN,Leher Angsa,SPAL,45,3,Ada,Ada,SMA,Tidak Bekerja,Belum Kawin,1,4,2143644,3543530,Ada,Ada,Ada,Ya,BPNT,Tidak,Mudah,Tidak Ada,Ya,2025-07-21,0,0.6049459155136262,0.1333333333333333,0.4198933176103555,0.4198933176103555,2,1,Menengah,1,Normal
3201000000000232,Dewi Hidayat,8,Jl. Contoh No.96,3,5,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Genteng,Sumur,PLN,Leher Angsa,SPAL,44,5,Tidak Ada,Tidak Ada,SMA,Karyawan,Cerai Mati,2,1,1703439,2263598,Ada,Ada,Tidak Ada,Ya,BLT,Ya,Mudah,Diabetes,Ya,2025-09-19,0,0.7525360068351359,0.1818181818181818,0.5006200120027405,0.5006200120027405,0,1,Menengah,1,Normal
3201000000000233,Fitri Santoso,3,Jl. Contoh No.131,7,5,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Asbes,Sumur,Non-PLN,Cemplung,Lubang Tanah,111,4,Tidak Ada,Tidak Ada,SARJANA,PNS,Kawin,0,1,1173827,1182897,Ada,Tidak Ada,Ada,Tidak,BPNT,Tidak,Sulit,TBC,Ya,2025-06-09,1,0.9923323839691875,0.027027027027027,0.4359919537353107,0.4359919537353107,1,2,Rentan,1,Normal
3201000000000234,Andi Hidayat,3,Jl. Contoh No.150,1,4,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Asbes,PDAM,Non-PLN,Cemplung,Lubang Tanah,67,4,Tidak Ada,Tidak Ada,DIPLOMA,Petani,Belum Kawin,1,1,900675,1204879,Tidak Ada,Ada,Tidak Ada,Ya,BLT,Ya,Sulit,Hipertensi,Ya,2025-02-03,1,0.7475231952752102,0.044776119402985,0.4561236929929016,0.4561236929929016,1,1,Menengah,1,Normal
3201000000000235,Dewi Hidayat,4,Jl. Contoh No.78,5,2,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Seng,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,56,3,Tidak Ada,Tidak Ada,SARJANA,Tidak Bekerja,Kawin,1,4,3557057,5080398,Ada,Tidak Ada,Ada,Ya,BPNT,Tidak,Mudah,Asma,Tidak,2025-08-11,0,0.7001532163424992,0.0714285714285714,0.4522302619542298,0.4522302619542298,1,0,Mampu,1,Normal
3201000000000236,Tono Wijaya,5,Jl. Contoh No.116,9,1,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Genteng,PDAM,PLN,Cemplung,Lubang Tanah,63,2,Tidak Ada,Tidak Ada,DIPLOMA,Tidak Bekerja,Cerai Hidup,1,4,1690500,2075771,Ada,Ada,Ada,Ya,BLT,Tidak,Sulit,Hipertensi,Tidak,2025-02-18,0,0.8143961930289998,0.0793650793650793,0.4170925961234071,0.4170925961234071,1,1,Menengah,1,Normal
3201000000000237,Fitri Saputra,7,Jl. Contoh No.78,2,2,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Kayu,Genteng,Sumur,Non-PLN,Leher Angsa,SPAL,45,1,Tidak Ada,Tidak Ada,SMP,Buruh,Cerai Hidup,2,4,2933131,4482723,Ada,Tidak Ada,Ada,Tidak,PKH,Ya,Sulit,TBC,Tidak,2025-03-04,0,0.6543190377812771,0.1555555555555555,0.5020615823087585,0.5020615823087585,0,0,Mampu,1,Normal
3201000000000238,Tono Wijaya,3,Jl. Contoh No.53,5,4,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Genteng,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,55,2,Ada,Ada,DIPLOMA,Petani,Cerai Mati,2,1,4383595,4511861,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Ya,Sulit,TBC,Tidak,2025-05-13,0,0.9715713759798894,0.0545454545454545,0.4398124982556091,0.4398124982556091,1,0,Mampu,1,Normal
3201000000000239,Fitri Saputra,5,Jl. Contoh No.99,3,5,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Genteng,Sumur,PLN,Cemplung,Lubang Tanah,105,1,Ada,Tidak Ada,DIPLOMA,Karyawan,Kawin,1,0,1786480,2589894,Ada,Tidak Ada,Tidak Ada,Tidak,BPNT,Tidak,Mudah,Asma,Ya,2025-08-01,0,0.6897888485011355,0.0476190476190476,0.4247985383819218,0.4247985383819218,1,2,Rentan,1,Normal
3201000000000240,Tono Wijaya,5,Jl. Contoh No.10,1,3,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Asbes,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,28,1,Ada,Tidak Ada,SMP,PNS,Cerai Hidup,0,1,2853732,3697364,Ada,Ada,Ada,Tidak,PKH,Tidak,Mudah,Tidak Ada,Ya,2025-05-05,0,0.7718287947846088,0.1785714285714285,0.4690842125845232,0.4690842125845232,1,1,Menengah,1,Normal
3201000000000241,Budi Wijaya,5,Jl. Contoh No.179,1,5,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,Sumur,Non-PLN,Cemplung,Lubang Tanah,26,5,Ada,Ada,DIPLOMA,Buruh,Belum Kawin,1,1,1411480,1992670,Ada,Ada,Ada,Tidak,PKH,Ya,Sulit,Hipertensi,Ya,2025-04-04,0,0.7083360516292211,0.1923076923076923,0.4259344122205346,0.4259344122205346,1,1,Menengah,1,Normal
3201000000000242,Siti Hidayat,4,Jl. Contoh No.144,4,5,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Asbes,Sumur,PLN,Leher Angsa,SPAL,65,3,Ada,Ada,DIPLOMA,Tidak Bekerja,Cerai Hidup,0,3,702176,869203,Ada,Tidak Ada,Ada,Ya,BLT,Tidak,Mudah,Tidak Ada,Ya,2025-07-10,1,0.807838905296001,0.0615384615384615,0.4334972520275896,0.4334972520275896,0,2,Rentan,1,Normal
3201000000000243,Fitri Wijaya,4,Jl. Contoh No.25,10,3,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,Air Kemasan,PLN,Cemplung,SPAL,101,3,Tidak Ada,Ada,SMA,Petani,Cerai Mati,1,4,4975974,4997816,Ada,Ada,Ada,Ya,PKH,Tidak,Mudah,TBC,Ya,2025-02-02,0,0.9956296910490502,0.0396039603960396,0.4626025734898163,0.4626025734898163,0,0,Mampu,1,Normal
3201000000000244,Agus Saputra,3,Jl. Contoh No.165,1,2,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,PDAM,PLN,Cemplung,Lubang Tanah,102,1,Tidak Ada,Tidak Ada,SD,Buruh,Cerai Hidup,1,1,3504787,4683620,Ada,Ada,Ada,Ya,Tidak Ada,Tidak,Mudah,TBC,Ya,2025-02-28,0,0.7483072922226824,0.0294117647058823,0.3957255149755603,0.3957255149755603,1,0,Mampu,1,Normal
3201000000000245,Agus Wijaya,3,Jl. Contoh No.24,3,5,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Seng,Sumur,Non-PLN,Cemplung,Lubang Tanah,41,2,Ada,Tidak Ada,SMP,Karyawan,Belum Kawin,1,2,1323800,2114517,Tidak Ada,Ada,Tidak Ada,Tidak,PKH,Tidak,Sulit,TBC,Ya,2025-08-15,0,0.6260531364845967,0.073170731707317,0.4594597404760934,0.4594597404760934,1,1,Menengah,1,Normal
3201000000000246,Rina Santoso,8,Jl. Contoh No.98,7,1,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Genteng,Air Kemasan,PLN,Cemplung,Lubang Tanah,79,3,Tidak Ada,Tidak Ada,DIPLOMA,Karyawan,Cerai Mati,0,2,1825320,1807603,Ada,Tidak Ada,Ada,Ya,BPNT,Ya,Mudah,Asma,Tidak,2025-08-13,1,1.009801377846795,0.1012658227848101,0.4340965063700362,0.4340965063700362,1,2,Rentan,1,Normal
3201000000000247,Joko Santoso,5,Jl. Contoh No.10,2,4,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Asbes,PDAM,Non-PLN,Cemplung,Lubang Tanah,109,1,Tidak Ada,Tidak Ada,SMP,Buruh,Cerai Mati,0,2,2875159,3630166,Ada,Ada,Tidak Ada,Tidak,BPNT,Tidak,Mudah,Asma,Ya,2025-01-04,0,0.7920186019041553,0.0458715596330275,0.4900972391305644,0.4900972391305644,1,1,Menengah,1,Normal
3201000000000248,Siti Wijaya,5,Jl. Contoh No.43,7,3,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,116,1,Ada,Tidak Ada,SMP,Pedagang,Belum Kawin,2,3,3655718,3835871,Tidak Ada,Ada,Ada,Tidak,PKH,Ya,Mudah,TBC,Tidak,2025-05-24,0,0.9530346562749372,0.043103448275862,0.527468716820004,0.527468716820004,1,0,Mampu,1,Normal
3201000000000249,Agus Wijaya,5,Jl. Contoh No.47,9,1,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Bambu,Genteng,Sumur,PLN,Leher Angsa,SPAL,53,4,Tidak Ada,Ada,SMP,Petani,Cerai Hidup,0,3,1558716,1979761,Ada,Tidak Ada,Ada,Tidak,PKH,Ya,Sulit,TBC,Ya,2025-01-02,0,0.7873253387656389,0.0943396226415094,0.4710987389850453,0.4710987389850453,2,2,Rentan,1,Normal
3201000000000250,Budi Santoso,3,Jl. Contoh No.134,1,4,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Asbes,PDAM,Non-PLN,Cemplung,Lubang Tanah,67,3,Tidak Ada,Ada,SMA,Tidak Bekerja,Cerai Mati,1,4,5356841,5385906,Ada,Tidak Ada,Tidak Ada,Ya,PKH,Tidak,Tidak Ada,TBC,Ya,2025-01-20,0,0.9946035077478144,0.044776119402985,0.4626025734898163,0.4626025734898163,1,0,Mampu,1,Normal
3201000000000251,Fitri Saputra,6,Jl. Contoh No.106,4,1,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Bambu,Seng,PDAM,PLN,Cemplung,Lubang Tanah,49,5,Tidak Ada,Tidak Ada,SARJANA,Petani,Cerai Hidup,1,3,2027104,2584884,Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Ya,Mudah,TBC,Ya,2025-05-27,0,0.7842146881639563,0.1224489795918367,0.4710358397280794,0.4710358397280794,1,2,Rentan,1,Normal
3201000000000252,Rina Wijaya,3,Jl. Contoh No.55,3,1,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Genteng,Sumur,Non-PLN,Cemplung,Lubang Tanah,48,3,Tidak Ada,Ada,SMP,Karyawan,Cerai Mati,0,2,4572721,4243724,Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Mudah,Hipertensi,Tidak,2025-02-10,1,1.0775255412463205,0.0625,0.436345022870958,0.436345022870958,1,0,Mampu,1,Normal
3201000000000253,Fitri Wijaya,7,Jl. Contoh No.30,10,3,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Seng,Air Kemasan,PLN,Cemplung,SPAL,95,5,Ada,Tidak Ada,DIPLOMA,Pedagang,Cerai Hidup,2,1,960919,1247755,Ada,Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Mudah,Diabetes,Ya,2025-08-22,1,0.7701183325252153,0.0736842105263157,0.4462000508931047,0.4462000508931047,0,1,Menengah,1,Normal
3201000000000254,Budi Hidayat,4,Jl. Contoh No.129,2,3,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,Sumur,Non-PLN,Cemplung,Lubang Tanah,27,3,Ada,Ada,SMP,Tidak Bekerja,Kawin,0,3,4113045,5545457,Tidak Ada,Tidak Ada,Ada,Ya,Tidak Ada,Tidak,Sulit,TBC,Tidak,2025-07-13,0,0.7416963110524525,0.1481481481481481,0.4147018353840905,0.4147018353840905,1,0,Mampu,1,Normal
3201000000000255,Dewi Saputra,2,Jl. Contoh No.34,6,5,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Asbes,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,109,4,Tidak Ada,Ada,SMP,Buruh,Belum Kawin,2,0,2720011,2868641,Tidak Ada,Ada,Ada,Tidak,Tidak Ada,Ya,Mudah,Tidak Ada,Tidak,2025-08-06,0,0.948188009583632,0.018348623853211,0.527468716820004,0.527468716820004,1,1,Menengah,1,Normal
3201000000000256,Fitri Saputra,3,Jl. Contoh No.161,7,2,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Asbes,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,119,1,Tidak Ada,Tidak Ada,SMA,Tidak Bekerja,Cerai Mati,1,0,4462235,4823783,Ada,Ada,Ada,Ya,Tidak Ada,Ya,Mudah,Asma,Tidak,2025-05-23,0,0.925048867247967,0.0252100840336134,0.527468716820004,0.527468716820004,1,0,Mampu,1,Normal
