nik_kepala_keluarga,nama_kepala_keluarga,jumlah_anggota_keluarga,alamat,rt,rw,kelurahan,kecamatan,kabupaten_kota,provinsi,status_kepemilikan_rumah,jenis_lantai,jenis_dinding,jenis_atap,sumber_air_minum,sumber_penerangan,jenis_kloset,fasilitas_buang_tinja,luas_lantai,jumlah_kamar_tidur,akses_internet,akses_listrik,pendidikan_kepala_keluarga,pekerjaan_kepala_keluarga,status_perkawinan,jumlah_anak_balita,jumlah_anak_sekolah,pengeluaran_per_bulan,pendapatan_per_bulan,kepemilikan_lahan,kepemilikan_kendaraan,kepemilikan_tabungan,penerima_bansos,jenis_bansos,status_stunting,akses_fasilitas_kesehatan,riwayat_penyakit_kronis,disabilitas,tanggal_update,is_poor
3201000000000269,Andi Santoso,3,Jl. Contoh No.154,05,02,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Genteng,Air Kemasan,PLN,Cemplung,Lubang Tanah,107,5,Ada,Ada,Diploma,Karyawan,Cerai Mati,2,3,898609,1067980,Tidak Ada,Tidak Ada,Ada,Ya,PKH,Ya,Tidak Ada,Hipertensi,Ya,2025-09-15,1
3201000000000270,Joko Santoso,3,Jl. Contoh No.58,01,05,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,26,2,Ada,Ada,SD,Tidak Bekerja,Cerai Hidup,2,4,1756966,2348315,Tidak Ada,Tidak Ada,Ada,Tidak,BPNT,Tidak,Tidak Ada,Diabetes,Tidak,2025-01-21,0
3201000000000271,Joko Wijaya,4,Jl. Contoh No.5,09,05,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Kayu,Seng,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,48,3,Tidak Ada,Ada,Sarjana,Tidak Bekerja,Cerai Mati,0,3,2258126,2339450,Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Ya,Sulit,Hipertensi,Tidak,2025-03-27,0
3201000000000272,Agus Hidayat,2,Jl. Contoh No.80,03,02,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Genteng,Sumur,PLN,Leher Angsa,Lubang Tanah,51,4,Tidak Ada,Ada,Sarjana,Buruh,Kawin,2,0,4461816,5278637,Tidak Ada,Tidak Ada,Ada,Ya,PKH,Ya,Mudah,Hipertensi,Ya,2025-05-05,0
3201000000000273,Ayu Santoso,3,Jl. Contoh No.36,08,05,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Tembok,Asbes,PDAM,PLN,Leher Angsa,SPAL,89,3,Ada,Ada,SD,Petani,Cerai Hidup,0,4,1212720,1392035,Tidak Ada,Ada,Ada,Ya,PKH,Ya,Sulit,TBC,Ya,2025-06-21,1
3201000000000274,Siti Saputra,3,Jl. Contoh No.29,04,01,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Seng,PDAM,PLN,Cemplung,SPAL,25,5,Ada,Ada,Diploma,Karyawan,Cerai Hidup,2,1,3516426,3727464,Tidak Ada,Ada,Tidak Ada,Tidak,BLT,Ya,Sulit,TBC,Tidak,2025-05-26,0
3201000000000275,Agus Hidayat,3,Jl. Contoh No.100,08,04,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Asbes,Air Kemasan,Non-PLN,Leher Angsa,SPAL,61,2,Ada,Tidak Ada,SMA,Pedagang,Cerai Mati,1,3,1727502,1746907,Tidak Ada,Tidak Ada,Ada,Ya,Tidak Ada,Tidak,Tidak Ada,TBC,Tidak,2025-09-18,0
3201000000000276,Tono Wijaya,7,Jl. Contoh No.23,04,03,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Asbes,Air Kemasan,Non-PLN,Leher Angsa,SPAL,27,3,Tidak Ada,Ada,SMA,PNS,Belum Kawin,2,3,1069857,1201436,Ada,Ada,Ada,Ya,BPNT,Ya,Tidak Ada,Hipertensi,Tidak,2025-01-23,1
3201000000000277,Fitri Santoso,5,Jl. Contoh No.153,03,01,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Genteng,Sumur,PLN,Leher Angsa,Lubang Tanah,39,2,Tidak Ada,Ada,Sarjana,Tidak Bekerja,Cerai Hidup,1,3,906667,953683,Tidak Ada,Tidak Ada,Ada,Tidak,PKH,Ya,Mudah,Tidak Ada,Ya,2025-09-06,1
3201000000000278,Rina Hidayat,6,Jl. Contoh No.129,05,02,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Tembok,Genteng,Air Kemasan,Non-PLN,Leher Angsa,SPAL,71,5,Ada,Ada,Diploma,Buruh,Kawin,2,3,3810177,4053588,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BPNT,Ya,Sulit,TBC,Ya,2025-05-04,0
3201000000000279,Ayu Santoso,3,Jl. Contoh No.73,03,05,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,SPAL,101,1,Ada,Tidak Ada,SD,Karyawan,Kawin,2,3,3193955,3542561,Ada,Ada,Tidak Ada,Ya,BLT,Ya,Sulit,Diabetes,Tidak,2025-09-07,0
3201000000000280,Siti Hidayat,5,Jl. Contoh No.190,09,01,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Seng,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,40,2,Tidak Ada,Ada,SD,Tidak Bekerja,Belum Kawin,0,1,3787912,3484979,Ada,Tidak Ada,Tidak Ada,Ya,BLT,Tidak,Sulit,Asma,Tidak,2025-01-23,1
3201000000000281,Fitri Santoso,3,Jl. Contoh No.146,08,01,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Seng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,60,2,Tidak Ada,Ada,SD,Pedagang,Cerai Hidup,1,0,2473518,2251714,Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Sulit,Hipertensi,Ya,2025-08-02,1
3201000000000282,Fitri Wijaya,5,Jl. Contoh No.94,09,05,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Seng,PDAM,Non-PLN,Cemplung,SPAL,99,1,Ada,Ada,SMP,Petani,Cerai Hidup,1,1,3108105,3863321,Tidak Ada,Ada,Ada,Tidak,Tidak Ada,Ya,Sulit,TBC,Tidak,2025-09-27,0
3201000000000283,Siti Saputra,8,Jl. Contoh No.111,04,04,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Tembok,Asbes,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,34,3,Tidak Ada,Ada,Sarjana,Buruh,Cerai Mati,0,1,841919,1219931,Tidak Ada,Ada,Tidak Ada,Ya,BLT,Tidak,Sulit,Hipertensi,Ya,2025-04-28,1
3201000000000284,Agus Santoso,3,Jl. Contoh No.18,05,04,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Asbes,PDAM,PLN,Cemplung,SPAL,26,1,Tidak Ada,Tidak Ada,SMA,Buruh,Belum Kawin,1,3,2006508,2763650,Tidak Ada,Tidak Ada,Ada,Tidak,BLT,Tidak,Mudah,Asma,Ya,2025-02-24,0
3201000000000285,Rina Wijaya,5,Jl. Contoh No.82,02,04,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Genteng,PDAM,PLN,Cemplung,SPAL,24,2,Ada,Tidak Ada,Sarjana,Buruh,Cerai Mati,0,2,1915453,3155122,Ada,Ada,Ada,Tidak,BLT,Ya,Sulit,Diabetes,Ya,2025-08-21,0
3201000000000286,Andi Saputra,6,Jl. Contoh No.196,06,01,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Asbes,Sumur,PLN,Cemplung,Lubang Tanah,56,4,Tidak Ada,Ada,SD,Petani,Kawin,2,0,3058903,3942574,Tidak Ada,Ada,Tidak Ada,Ya,Tidak Ada,Ya,Tidak Ada,Diabetes,Tidak,2025-04-08,0
3201000000000287,Rina Santoso,4,Jl. Contoh No.119,07,04,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Seng,PDAM,Non-PLN,Cemplung,Lubang Tanah,73,2,Ada,Tidak Ada,SD,Petani,Kawin,0,2,1019110,1460504,Tidak Ada,Tidak Ada,Ada,Tidak,BPNT,Tidak,Mudah,Asma,Tidak,2025-01-26,1
3201000000000288,Agus Saputra,4,Jl. Contoh No.133,03,04,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Genteng,Air Kemasan,PLN,Cemplung,Lubang Tanah,90,2,Tidak Ada,Ada,SD,Petani,Kawin,1,0,4641972,5837448,Ada,Ada,Ada,Tidak,PKH,Ya,Sulit,Diabetes,Ya,2025-04-21,0
3201000000000289,Dewi Saputra,8,Jl. Contoh No.67,01,03,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Genteng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,96,1,Ada,Ada,SMA,Pedagang,Belum Kawin,0,0,1844708,2125954,Tidak Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Mudah,TBC,Ya,2025-08-21,0
3201000000000290,Ayu Saputra,8,Jl. Contoh No.42,03,03,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Seng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,64,4,Ada,Ada,Sarjana,Tidak Bekerja,Cerai Hidup,0,1,3168179,4022436,Ada,Ada,Ada,Ya,BLT,Ya,Mudah,Tidak Ada,Tidak,2025-03-08,0
3201000000000291,Dewi Santoso,4,Jl. Contoh No.182,09,03,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Asbes,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,42,2,Tidak Ada,Tidak Ada,SD,Karyawan,Cerai Hidup,0,1,2022395,2744712,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Tidak,Tidak Ada,Tidak Ada,Tidak,2025-07-07,0
3201000000000292,Rina Wijaya,2,Jl. Contoh No.131,05,05,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,SPAL,34,2,Tidak Ada,Tidak Ada,SMP,Pedagang,Belum Kawin,0,1,5863622,5807459,Tidak Ada,Tidak Ada,Ada,Tidak,PKH,Ya,Sulit,Tidak Ada,Tidak,2025-04-15,1
3201000000000293,Joko Wijaya,6,Jl. Contoh No.56,02,05,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Seng,Sumur,Non-PLN,Cemplung,Lubang Tanah,60,2,Ada,Ada,Diploma,PNS,Kawin,1,3,3299417,5211382,Ada,Ada,Tidak Ada,Ya,BLT,Tidak,Mudah,Asma,Ya,2025-05-01,0
3201000000000294,Tono Santoso,6,Jl. Contoh No.136,01,03,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Asbes,Sumur,Non-PLN,Cemplung,Lubang Tanah,60,3,Tidak Ada,Ada,Sarjana,Pedagang,Cerai Mati,2,0,1920339,2885433,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Tidak Ada,Tidak Ada,Ya,2025-04-02,0
3201000000000295,Tono Wijaya,3,Jl. Contoh No.23,04,03,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Genteng,PDAM,PLN,Leher Angsa,SPAL,58,1,Tidak Ada,Tidak Ada,Sarjana,PNS,Cerai Hidup,2,1,1515672,1381942,Ada,Tidak Ada,Ada,Ya,BLT,Ya,Tidak Ada,TBC,Tidak,2025-02-17,1
3201000000000296,Ayu Saputra,3,Jl. Contoh No.24,05,03,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Seng,Sumur,PLN,Leher Angsa,SPAL,83,1,Ada,Ada,SMP,PNS,Cerai Mati,0,3,5017887,4611288,Ada,Tidak Ada,Ada,Tidak,BLT,Tidak,Tidak Ada,Hipertensi,Ya,2025-03-08,1
3201000000000297,Andi Wijaya,8,Jl. Contoh No.103,04,01,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Seng,PDAM,PLN,Leher Angsa,Lubang Tanah,33,1,Ada,Ada,Diploma,Buruh,Cerai Hidup,0,3,4441009,4295273,Tidak Ada,Tidak Ada,Tidak Ada,Ya,PKH,Tidak,Sulit,Hipertensi,Ya,2025-07-17,1
3201000000000298,Ayu Santoso,2,Jl. Contoh No.167,07,04,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Asbes,Sumur,Non-PLN,Cemplung,Lubang Tanah,33,1,Ada,Ada,SMP,Petani,Kawin,0,4,776282,945913,Tidak Ada,Ada,Ada,Ya,BLT,Ya,Tidak Ada,TBC,Tidak,2025-07-04,1
3201000000000299,Dewi Hidayat,7,Jl. Contoh No.74,10,03,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Genteng,Air Kemasan,Non-PLN,Cemplung,SPAL,41,3,Ada,Ada,SMP,Pedagang,Cerai Mati,0,0,3270935,4653800,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Tidak,Mudah,Hipertensi,Ya,2025-06-16,0
3201000000000300,Budi Santoso,6,Jl. Contoh No.175,05,02,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Genteng,Sumur,PLN,Cemplung,Lubang Tanah,77,4,Tidak Ada,Tidak Ada,Diploma,Pedagang,Cerai Hidup,1,0,2154491,2576267,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Tidak Ada,Asma,Ya,2025-03-14,0
3201000000000301,Dewi Saputra,4,Jl. Contoh No.53,02,02,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Bambu,Asbes,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,106,3,Tidak Ada,Tidak Ada,Sarjana,PNS,Cerai Hidup,1,1,2968118,3496363,Ada,Tidak Ada,Ada,Tidak,Tidak Ada,Tidak,Sulit,Tidak Ada,Ya,2025-08-22,0
3201000000000302,Joko Wijaya,4,Jl. Contoh No.125,05,01,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Tembok,Genteng,Sumur,Non-PLN,Leher Angsa,SPAL,82,3,Ada,Tidak Ada,SMA,Tidak Bekerja,Kawin,0,2,1516577,1760201,Ada,Tidak Ada,Tidak Ada,Ya,PKH,Tidak,Mudah,Hipertensi,Tidak,2025-02-10,0
3201000000000303,Dewi Saputra,5,Jl. Contoh No.103,02,03,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Genteng,Air Kemasan,Non-PLN,Cemplung,SPAL,107,2,Tidak Ada,Ada,Diploma,Karyawan,Belum Kawin,1,2,4766364,4469302,Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Mudah,Hipertensi,Tidak,2025-06-17,1
3201000000000304,Tono Saputra,5,Jl. Contoh No.8,09,01,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Seng,PDAM,PLN,Cemplung,SPAL,99,5,Tidak Ada,Ada,Diploma,Buruh,Cerai Mati,2,0,2824976,3471193,Tidak Ada,Tidak Ada,Ada,Ya,PKH,Tidak,Tidak Ada,Tidak Ada,Tidak,2025-02-27,0
3201000000000305,Siti Santoso,7,Jl. Contoh No.53,09,02,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Genteng,Sumur,PLN,Cemplung,Lubang Tanah,112,1,Tidak Ada,Ada,SD,Petani,Kawin,0,4,3384658,3279209,Ada,Ada,Ada,Ya,PKH,Tidak,Mudah,Asma,Tidak,2025-07-02,1
3201000000000306,Agus Wijaya,8,Jl. Contoh No.140,05,05,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,Sumur,Non-PLN,Leher Angsa,SPAL,43,2,Ada,Ada,Sarjana,Tidak Bekerja,Belum Kawin,1,3,3277925,3893672,Tidak Ada,Tidak Ada,Ada,Tidak,BLT,Tidak,Sulit,TBC,Ya,2025-08-14,0
3201000000000307,Siti Saputra,2,Jl. Contoh No.149,05,01,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,PDAM,PLN,Cemplung,SPAL,79,4,Tidak Ada,Ada,SMP,Pedagang,Belum Kawin,1,4,544886,734634,Tidak Ada,Ada,Ada,Ya,BLT,Tidak,Sulit,Hipertensi,Tidak,2025-05-13,1
3201000000000308,Fitri Wijaya,6,Jl. Contoh No.182,09,05,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Asbes,Air Kemasan,Non-PLN,Cemplung,SPAL,25,1,Ada,Ada,SD,Tidak Bekerja,Kawin,1,3,3955854,3658501,Tidak Ada,Ada,Ada,Ya,BPNT,Tidak,Sulit,Tidak Ada,Ya,2025-05-04,1
3201000000000309,Fitri Santoso,3,Jl. Contoh No.83,02,04,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Seng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,82,4,Tidak Ada,Ada,SMP,Tidak Bekerja,Belum Kawin,1,4,4126778,4203809,Ada,Ada,Ada,Ya,BPNT,Ya,Mudah,Tidak Ada,Tidak,2025-07-19,0
3201000000000310,Andi Saputra,3,Jl. Contoh No.54,10,04,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Seng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,74,4,Ada,Ada,SMP,Karyawan,Cerai Hidup,0,0,1933603,2054445,Tidak Ada,Ada,Ada,Tidak,PKH,Ya,Sulit,Diabetes,Tidak,2025-06-03,0
3201000000000311,Dewi Hidayat,5,Jl. Contoh No.159,01,05,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Asbes,PDAM,PLN,Leher Angsa,Lubang Tanah,73,3,Ada,Tidak Ada,SD,Buruh,Belum Kawin,2,2,977586,1127275,Ada,Ada,Tidak Ada,Ya,PKH,Tidak,Mudah,TBC,Ya,2025-09-16,1
3201000000000312,Rina Wijaya,7,Jl. Contoh No.90,07,04,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Genteng,Sumur,PLN,Cemplung,SPAL,90,4,Ada,Tidak Ada,Diploma,Tidak Bekerja,Belum Kawin,1,3,554322,850148,Ada,Ada,Tidak Ada,Ya,BLT,Tidak,Mudah,Diabetes,Tidak,2025-01-08,1
3201000000000313,Tono Santoso,8,Jl. Contoh No.4,04,01,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Asbes,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,64,5,Ada,Tidak Ada,SMP,Karyawan,Cerai Mati,1,0,3289931,5437681,Ada,Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Mudah,TBC,Tidak,2025-06-25,0
3201000000000314,Ayu Santoso,2,Jl. Contoh No.89,07,05,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Genteng,Sumur,PLN,Cemplung,SPAL,35,3,Ada,Ada,SMP,Tidak Bekerja,Cerai Mati,2,3,5148192,4919489,Ada,Ada,Tidak Ada,Ya,BLT,Tidak,Tidak Ada,TBC,Tidak,2025-02-02,1
3201000000000315,Tono Saputra,5,Jl. Contoh No.12,04,02,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Asbes,Air Kemasan,PLN,Cemplung,SPAL,89,3,Ada,Tidak Ada,SMA,Karyawan,Belum Kawin,0,2,2837088,4655359,Tidak Ada,Tidak Ada,Ada,Ya,Tidak Ada,Tidak,Tidak Ada,TBC,Tidak,2025-09-09,0
3201000000000316,Dewi Wijaya,2,Jl. Contoh No.72,05,01,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Asbes,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,66,3,Tidak Ada,Ada,SD,Pedagang,Cerai Hidup,1,1,4300111,4420268,Tidak Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Mudah,Diabetes,Tidak,2025-09-07,0
3201000000000317,Joko Hidayat,2,Jl. Contoh No.113,03,03,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Genteng,Sumur,PLN,Leher Angsa,SPAL,49,1,Ada,Ada,Sarjana,PNS,Cerai Hidup,0,4,5733987,5361788,Ada,Ada,Tidak Ada,Tidak,PKH,Tidak,Tidak Ada,Tidak Ada,Ya,2025-06-04,1
3201000000000318,Dewi Wijaya,4,Jl. Contoh No.147,06,04,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Asbes,Sumur,PLN,Cemplung,Lubang Tanah,62,4,Tidak Ada,Tidak Ada,SMA,Karyawan,Kawin,0,2,1240025,1449444,Ada,Tidak Ada,Ada,Ya,PKH,Ya,Sulit,Asma,Tidak,2025-04-13,1
3201000000000319,Siti Santoso,3,Jl. Contoh No.145,09,05,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Asbes,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,104,5,Tidak Ada,Tidak Ada,SMA,Buruh,Cerai Hidup,0,2,3627702,3696811,Ada,Tidak Ada,Ada,Tidak,BLT,Ya,Tidak Ada,Hipertensi,Tidak,2025-07-12,0
3201000000000320,Ayu Saputra,6,Jl. Contoh No.59,08,04,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,56,3,Tidak Ada,Ada,SD,PNS,Cerai Mati,2,1,4435913,5201455,Tidak Ada,Ada,Ada,Tidak,PKH,Ya,Mudah,TBC,Tidak,2025-09-23,0
3201000000000321,Tono Santoso,7,Jl. Contoh No.43,02,02,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Asbes,PDAM,PLN,Cemplung,SPAL,111,3,Ada,Tidak Ada,SMA,Karyawan,Kawin,2,0,1614490,1560302,Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Sulit,TBC,Ya,2025-03-24,1
3201000000000322,Ayu Saputra,5,Jl. Contoh No.83,08,02,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Asbes,Sumur,PLN,Cemplung,Lubang Tanah,63,1,Tidak Ada,Tidak Ada,SMA,PNS,Cerai Hidup,0,1,506942,565294,Ada,Ada,Tidak Ada,Tidak,BLT,Ya,Sulit,Diabetes,Ya,2025-02-10,1
3201000000000323,Agus Hidayat,4,Jl. Contoh No.156,02,02,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Bambu,Genteng,Sumur,PLN,Leher Angsa,SPAL,89,5,Ada,Ada,Diploma,Petani,Cerai Hidup,0,2,2976746,4181900,Tidak Ada,Tidak Ada,Ada,Tidak,BLT,Ya,Tidak Ada,Tidak Ada,Tidak,2025-07-16,0
3201000000000324,Siti Hidayat,8,Jl. Contoh No.21,04,01,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Asbes,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,24,4,Ada,Tidak Ada,SMP,Karyawan,Kawin,2,0,1806779,1647712,Ada,Ada,Tidak Ada,Ya,BPNT,Tidak,Sulit,Hipertensi,Tidak,2025-03-24,1
3201000000000325,Siti Wijaya,2,Jl. Contoh No.112,02,04,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Seng,Sumur,PLN,Cemplung,Lubang Tanah,98,4,Ada,Tidak Ada,Diploma,Karyawan,Belum Kawin,1,1,1122739,1605550,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Tidak,Sulit,Tidak Ada,Ya,2025-02-25,0
3201000000000326,Tono Santoso,3,Jl. Contoh No.119,06,01,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Seng,Sumur,Non-PLN,Cemplung,Lubang Tanah,107,2,Ada,Tidak Ada,SMA,Karyawan,Belum Kawin,1,0,3242351,4251158,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Sulit,TBC,Tidak,2025-01-09,0
3201000000000327,Budi Hidayat,5,Jl. Contoh No.105,04,05,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,SPAL,112,1,Tidak Ada,Ada,SMA,Pedagang,Kawin,2,0,3076477,3350797,Ada,Tidak Ada,Ada,Ya,Tidak Ada,Ya,Sulit,Hipertensi,Tidak,2025-06-14,0
3201000000000328,Budi Santoso,6,Jl. Contoh No.102,08,01,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Genteng,Sumur,PLN,Leher Angsa,Lubang Tanah,115,1,Tidak Ada,Tidak Ada,SMP,Tidak Bekerja,Cerai Hidup,0,0,379739,614428,Ada,Tidak Ada,Ada,Ya,BPNT,Ya,Tidak Ada,Asma,Tidak,2025-04-27,1
3201000000000329,Budi Hidayat,4,Jl. Contoh No.118,04,01,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Asbes,PDAM,Non-PLN,Cemplung,SPAL,48,4,Tidak Ada,Tidak Ada,SMA,Tidak Bekerja,Belum Kawin,1,0,3481594,4066439,Tidak Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Ya,Tidak Ada,Tidak Ada,Tidak,2025-04-15,0
